long/lat,C/E'd,Uploaded on map,Multiple offices?,The?,Organization Name (English),Organization Name (Chinese),Professional Supervisory Unit (English),Professional Supervisory Unit (Chinese),Organization Origin,Field of Work,Field of Work (Chinese),Registration Location,Date of Registration,Permitted Area(s) of Operation,Website (English),Website (Chinese),Address,Month,Aging,Agriculture,Animal Protection,Arts and Culture,Civil Soc'y Cap'y building,Disabilities,Disaster Relief,Econ. Development,Education,Energy,Environment,Ethnic Affairs,Gender Issues,Health,Human Rights,Infrastructure,Int'l Relations/Exchange,Labor,Law and Governance,LGBTQ Issues,Media,Migrants,Poverty Alleviation,Religion,Rural Issues/Devt,Sport,Technology,Tourism,Trade,Urban Issues/Devt,Youth,ALL OF CHINA,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Xinjiang Bingtuan,Yunnan,Zhejiang,Unknown,Sum sectors,Sum provinces,actarea_ch,Date of Change,Type of change,US Location
"116.46496, 39.94697",x,x,,,Stiftung Mercator,墨卡托基金会,Ministry of Civil Affairs,民政部,Germany,"Civil Society Capacity-Building, Education, Environment, International Relations/Exchange, Youth",促进中德在社会创新领域的研究与交流；加强中德社会组织间交流，提升管理专业化与国际化水平；为中德学生交流提供奖（助）学金；支持贫困地区中学生国际教育交流；推动中德青年理解交流与合作；推进中德低碳可持续发展，特别是社区规划发展的研究协作。,Beijing,2017-02-08,China,https://www.stiftung-mercator.de/en/,https://cn.stiftung-mercator.de/,北京市朝阳区麦子店街37号盛福大厦1910室,2,,,,,1,,,,1,,1,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,中国,,,
"116.464891, 39.987876",x,x,,,Sun Culture Foundation,阳光文化基金会,Beijing Commission of Education,北京市教育委员会,Hong Kong,"Arts and Culture, Civil Society Capacity-Building, International Relations/Exchange, Youth",助力慈善公益文化发展，推动慈善国际交流，为缺乏机会的儿童提供系统的艺术教育。,Beijing,2017-09-01,China,,,北京市朝阳区 安家楼50号院A6号楼一层106室,9,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,中国境内,,,
"103.252517, 36.733020",x,x,,,Sunnyyoung Caring Association,中华飞扬关怀协会,Gansu Department of Education,甘肃省教育厅,Taiwan,"Education, Youth",教育(扶弱拔尖)、学校青少年领袖培育(学生夏令营)。,Gansu,2018-06-01,Gansu,,http://www.sunnyyoung.org.tw/,甘肃省兰州市永登县滨河大道1606号,18,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,甘肃省,,,
"102.752957, 25.061729",x,x,,,Sunrise Foundation Limited,晨星基金会有限公司,Yunnan Department of Civil Affairs,云南省民政厅,Hong Kong,"Disabilities, Disaster Relief, Education, Youth",在滇与公益组织、社会事业单位合作开展儿童救助项目和孤残儿童福利事业，包括开展孤残儿童养、治、康、教项目，大龄儿童安置，儿童工作志愿者培训，特殊教育等方面。,Yunnan,2017-07-27,Yunnan,,,云南省昆明市盘龙区白龙寺293号16幢3楼306室,7,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,1,云南省,,,
"123.432403, 41.79657",x,x,,,Synergy Global Management Inc.,美国仁美国际股份有限公司,Liaoning Department of Civil Affairs,辽宁省民政厅,United States,"Health, Poverty Alleviation",国际人道主义援助，扶贫帮困，国际主义医疗援助；促进、资助和支持国际全科医学的发展。,Liaoning,2018-02-01,Liaoning,,,辽宁省沈阳市沈河区 青年大街35号国贸大厦1305,14,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,1,辽宁省,,,
"116.491376, 39.913661",x,x,,,Syngenta Foundation for Sustainable Agriculture,先正达农业可持续发展基金会,Beijing Bureau of Agriculture and Rural Affairs (formerly Beijing Bureau of Agriculture),北京市农业局,Switzerland,"Agriculture, Economic Development, Environment",农业领域研究，开展推动农业可持续发展的相关项目和活动，尤其关注及开展有益于小农经济发展的各项活动。,Beijing,2018-07-18,"Beijing, Gansu, Guizhou, Shaanxi, Sichuan, Yunnan",https://www.syngentafoundation.org/,,北京市朝阳区 东四环中路56号楼24层2401单元内2412室,19,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,1,,,,1,,,,,1,,,3,6,"北京市,四川省,贵州省,云南省,陕西省,甘肃省",,,
"118.083096, 24.455263",x,x,,,Tainan Cultural Association,社團法人台南市文化協會,Fujian Department of Culture and Tourism (formerly Fujian Department of Culture),福建省文化廳,Taiwan,"Arts and Culture, Environment, International Relations/Exchange, Trade",1、办理台湾高校生至福建省各地进行社区服务社会实践工作。 2、协助福建省各地文化艺术团体至台湾进行展览、表演及交流活动。 3、协助福建省文化团体办理两岸郑成功文化节活动及学术交流活动。 4、协助福建省各地政府推动垃圾不落地、社区营造相关咨询培力工作，并受理其委托工作。 5、承接福建省委托购买服务项目,Fujian,2017-09-12,Fujian,,,福建省厦门市思明区霞溪路45-1號B棟106室,9,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,福建省,,,
"118.122930, 24.510446",x,x,,,Taiwan Cross Strait Exhibition Association,台湾台中市两岸情经贸交流协会,Fujian Department of Commerce,福建省商务厅,Taiwan,"Agriculture, Arts and Culture, Economic Development, International Relations/Exchange, Tourism, Trade",1、促进两岸经贸、文化、旅游、农林鱼牧等产业合作和商务交流； 2、参加各种专业性展览与会议，拓展中小企业贸易市场； 3、为两岸民众及科技专业高级人士互访、投资与开发提供咨询与服务。,Fujian,2019-05-07,China,N/A,http://www.twlove.net/,福建省厦门市湖里区 大唐世家5期兴隆路647号,29,,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,中国境内,,,
"121.034733, 31.384375",x,x,,,Taiwan Electrical and Electronic Manufacturers’ Association,台湾区电机电子工业同业公会,Jiangsu Department of Commerce,江苏省商务厅,Taiwan,Trade,从事业务联络、产品服务推广、市场调研、技术交流及咨询服务等与台湾区电机电子工业同业公会业务相关的非直接经营性活动,Jiangsu,2017-04-10,Jiangsu,http://www.teema.org.tw/english/index.aspx,http://www.teema.org.tw/china-service-chs.aspx,江苏省昆山市前进东路399号台协大厦701室,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,江苏省,,,
"117.204278, 39.111292",x,x,,,Taiwan Strait Youth Exchange Association,台湾海峡青年交流协会,Tianjin Commission of Education,天津市教育委员会,Taiwan,"International Relations/Exchange, Youth",1、定期举办两岸交流活动及论坛 2、定期组织台湾青年赴大陆参访	,Tianjin,2018-03-16,Tianjin,,https://www.facebook.com/TSYEA/,天津市和平区大理道41号（现39号）,15,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,1,天津市,,,
"116.458815, 39.912075",x,x,,,Taiwan Trade Center (Beijing),台湾贸易中心,Beijing Commission of Commerce,北京市商务委员会,Taiwan,Trade,从事业务联络、产品推广、市场调研、技术交流及咨询服务等与台湾贸易中心业务内容相关的非直接经营性及非营利性之活动,Beijing,2019-06-17,"Beijing, Gansu, Hebei, Inner Mongolia, Ningxia, Shanxi, Tianjin",,,北京市朝阳区 建国门外大街1号国贸西楼5层01A,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,1,,,,,,,1,7,"北京市,天津市,河北省,山西省,内蒙古自治区,甘肃省,宁夏回族自治区",,,
"113.32209, 23.132715",x,x,1,,Taiwan Trade Center (Guangdong),台湾贸易中心,Guangdong Department of Commerce,广东省商务厅,Taiwan,Trade,从事业务联络、产品推广、市场调研、技术交流及咨询服务等与台湾贸易中心业务内容相关的非直接经营性及非营利性之活动。,Guangdong,2017-01-19,"Fujian, Guangdong, Guangxi, Guizhou, Hainan, Jiangxi, Yunnan",,,广东省广州市天河区天河路２０８号粤海天河城大厦第４０层４００３Ａ室,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,,1,,,1,7,广东省、广西壮族自治区、福建省、江西省、海南省、云南省、贵州省,,,
"121.627613, 38.913307",x,x,1,,Taiwan Trade Center (Liaoning),台湾贸易中心,Liaoning Department of Commerce,辽宁省商务厅,Taiwan,Trade,从事业务联络、产品推广、市场调研、技术交流及咨询服务等与台湾贸易中心业务内容相关的非直接经营性及非营利性之活动。,Liaoning,2017-11-09,"Heilongjiang, Jilin, Liaoning",,,辽宁省大连市西岗区 中山路147号森茂大厦1703A,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,1,3,"辽宁省,吉林省,黑龙江省",,,
"121.442127, 31.135335",x,x,1,,Taiwan Trade Center (Shanghai),台湾贸易中心,Shanghai Commission of Commerce,上海市商务委员会,Taiwan,Trade,从事业务联络、产品推广、市场调研、技术交流及咨询服务等与台湾贸易中心业务内容相关的非直接经营性活动。,Shanghai,2018-01-12,"Anhui, Jiangsu, Shanghai, Zhejiang",,,上海市徐汇区虹桥路3号港汇中心二座27楼2701、2710室,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,1,4,"上海市,江苏省,浙江省,安徽省",,,
"104.081409, 30.655164",x,x,1,,Taiwan Trade Center (Sichuan),台湾贸易中心,Sichuan Department of Commerce,四川省商务厅,Taiwan,Trade,从事业务联络、产品推广、市场调研、技术交流及咨询服务等与台湾贸易中心业务内容相关的非直接经营性活动。,Sichuan,2017-06-21,"Chongqing, Hubei, Hunan, Qinghai, Sichuan, Tibet, Xinjiang",,,四川省成都市锦江区红星路三段1号国际金融中心1号办公楼2805室,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,1,,1,1,,,,,1,7,"湖北省,湖南省,重庆市,四川省,西藏自治区,青海省,新疆维吾尔自治区",4/8/2018,permitted area of operations,
"119.295087, 26.084922",x,x,,,Taiwan World Journalism Association,台湾世界新闻传播协会,"Fujian Administration of Radio and Television (formerly Fujian Administration of Press, Publication, Radio, Film, and Television)",福建省新闻出版广电局,Taiwan,"Education, International Relations/Exchange, Law and Governance, Media, Tourism",不定期举办产、官、学间的交流联谊活动，邀请杰出媒体工作者，与在校生分享职场经验，建立彼此的互动平台；举办各类型符合本会宗旨之参访、讲演、研讨会及座谈活动，藉此了解对新闻传播的运用方式，以收「资源共享、理论踏实、人才互通、辅导就业」之效果；推动与协助政府机构或民间单位有关公关文宣之传播案件专业化，同时宣广文创产业及推展人文教育，以做为理论与实务结合之操作平台；推动两岸旅游传播工作，协助相关旅游产业或单位对于旅游传播之推广，促进两岸人民藉由旅游活动，增进交流等。,Fujian,2017-12-20,China,,,福建省福州市鼓楼区 杨桥东路19号尚林苑南楼301,12,,,,,,,,,1,,,,,,,,1,,1,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,中国境内,,,
"118.097666, 24.520559",x,x,,,Taiwan-China Strait Two Shores One Family Exchange Promotion Association,台湾中华海峡两岸一家亲交流促进会,Fujian Department of Culture and Tourism (formerly Fujian Department of Culture),福建省文化厅,Taiwan,"Arts and Culture, Civil Society Capacity-Building, Economic Development, International Relations/Exchange, Trade",1、办理各项与两岸民俗文物信仰之交流、历史文化艺术展演有关之活动，促进相关文化资产之交流与发展。 2、办理各项民俗文物信仰及历史文化艺术有关之讲习、观摩、论坛、互访等交流活动。 3、办理各项促进两岸文化艺术相关产业交流之活动。 4、办理“两岸一家亲”相关活动，增进两岸同胞情感，促进两岸经济贸易文化交流和务实合作，提升两岸人民的福祉。 5、结合信息网络科技呈现“两岸一家亲”在经济贸易文化交流之精神引导价值。 6、办理各项社会公益服务活动。 7、其他政府机关及民间委办事项。 8、其他与本会宗旨任务有关之活动及服务事项。,Fujian,2018-05-21,Fujian,,,福建省厦门市湖里区 长乐路3号2座A209,17,,,,1,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,福建省,,,
"106.532454, 29.612700",x,x,,,Taizhong City Li Zhaoxiong Private Charitable Foundation,财团法人台中市私立李照雄慈善基金会,Chongqing Office of Taiwan Affairs,重庆市人民政府台湾事务办公室        ,Taiwan,"Disaster Relief, Poverty Alleviation",济困、救灾等方面（社会救助、社会福利、社会事务及社会工作、防灾减灾救灾）,Chongqing,2018-04-24,"Chongqing, Guizhou, Sichuan, Yunnan",,,重庆市江北区 两江新区太湖西路10号,16,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,4,"重庆市,四川省,贵州省,云南省",,,
"118.168712, 24.538451",x,x,,,Taizhong Strait Exchange Association (TSEA),台中市海峡两岸交流协会,Fujian Department of Commerce,福建省商务厅,Taiwan,"Economic Development, International Relations/Exchange, Trade",1、促进海峡两岸产业经贸交流与合作；2、促进海峡两岸经济融合；3、加强海峡两岸经贸人员交往、互访活动、增进情谊；4、为海峡两岸经贸团体、企业和个人提供业务联系，开展贸易、投资、推广等经贸活动，提供咨询及服务等事项；5、其他有关符合本会宗旨之交流事项。,Fujian,2018-12-21,Fujian,,,福建省厦门市湖里区五缘湾商业街二期B区B14,24,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,福建省,,,
"112.891867, 28.215758",x,x,,,Thai-Chinese Human Resources Exchange Association,泰中人才交流协会,Hunan Department of Commerce,湖南省商务厅,Thailand,"Arts and Culture, Economic Development, Education, International Relations/Exchange, Trade",1) 为泰中两国企事业单位提供可靠人才信息； 2) 为中泰、中英多语人才提供就业信息； 3) 促进泰中两国文化、教育、和经济等各界的交流与合作。 4)组织和促进泰中两国经贸、 教育文化青年双向赴对方国家学习交流和考察。,Hunan,2018-10-25,Hunan,,http://www.thaichinesehr.com/,湖南省长沙市岳麓区 高新区麓谷谷园路长沙软件园二楼,22,,,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5,1,湖南省,,,
"112.893175, 28.2144",x,x,1,,Thailand-China Eastern Alliance Trade Promotion Council (Hunan),泰中东盟经贸促进会,Hunan Department of Commerce,湖南省商务厅,Thailand,"Arts and Culture, International Relations/Exchange, Trade",促进两国经贸往来和文化交流,Hunan,2017-11-27,Hunan,,,湖南省长沙市岳麓区麓谷大道662号,11,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,1,湖南省,,,
"104.069261, 30.548530",x,x,1,,Thailand-China Eastern Alliance Trade Promotion Council (Sichuan),泰中东盟经贸促进会,Sichuan Department of Commerce,商务厅,Thailand,Trade,促进中泰两国之间的经贸往来与交流。,Sichuan,2018-11-02,Sichuan,,,四川省成都市天府大道中段1577号欧洲中心818号,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,四川省,,,
"121.470811, 31.229667",x,x,,,The J. Willard and Alice S. Marriott Foundation,万豪家族基金会,Shanghai Administration of Culture and Tourism (formerly Shanghai Tourism Administration),上海市文化和旅游局,United States,"Labor, Tourism",酒店管理、旅游服务行业内交流、旅游从业人员技能教育与提升；为促进中美两国间的旅游及酒店服务行业文化交流和往来进行业务联络。,Shanghai,2019-08-26,"Anhui, Beijing, Chongqing, Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Heilongjiang, Henan, Hubei, Hunan, Jiangsu, Jilin, Liaoning, Shaanxi, Shandong, Shanghai, Shanxi, Sichuan, Tianjin, Yunnan, Zhejiang",https://www.marriottfoundation.org/,,上海市黄浦区 黄陂北路227号中区广场375,32,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,1,1,,,1,1,1,1,1,1,,,,1,1,,2,24,"北京市,天津市,河北省,山西省,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,陕西省",,,
"113.347946, 23.137907",x,x,,,Tin Ka Ping Foundation,田家炳基金会,Ministry of Education,教育部,Hong Kong,"Education, International Relations/Exchange",(1)积极联合国家教育行政部门及高等师范院校为内地学校校长及教师提供专业培训； (2)资助内地学校改善办学条件和环境、发展校本特色，推动开发中华文化和德育课程，引进国际先进教育教学理念，提升其自主创新能力，促进可持续优质发展； (3)创建卓越知识平台及专业社群网络，推动大学与内地学校、香港与内地学校的协作关系，拓展交流网络、策略伙伴及区域性合作，开发具有可持续性、区域示范性的项目，推广成功项目经验； (4)资助或主办全国、区域性及国际性教育教学研讨会及论坛，资助内地教育学者、学校校长、师生赴港澳台访问交流；为内地田家炳学校学生设立奖学金及表扬卓越教育人才的奖项,Guangdong,2017-09-15,China,,,广东省广州市天河区 中山大道西55号华南师范大学田家炳大楼,9,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,中国境内,,,
"116.460498, 39.953104",x,x,,,Tokai Japan-China Trade Center,一般社团法人东海日中贸易中心,Beijing Commission of Commerce,北京市商务委员会,Japan,Trade,协助日本本部，促进日中两国经济、贸易、投资交流与合作、友好交往的联络工作。,Beijing,2017-08-15,China,,,北京市朝阳区东三环北路3号 幸福大厦B座1020室,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"121.404107, 31.202307",x,x,,,Tokushima Industrial Revitalization Organization,日本公益财团法人德岛产业振兴机构,Shanghai Commission of Commerce,上海市商务委员会,Japan,Trade,从事有关在华贸易和投资方面的信息交流、市场调研，为促进两地间经贸往来进行业务联络,Shanghai,2017-09-18,China,,,上海市长宁区 延安西路2201号 上海国际贸易中心17楼11室,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"121.627777, 38.913592",x,x,,,Toyama International Center,日本公益财团法人富山国际中心,Liaoning Department of Commerce,辽宁省商务厅,Japan,"Economic Development, Trade",1．	收集提供与中国相关的信息。 2．	支援富山县与中国的经济交流。 3．	支援富山县与中国各领域的交流事业。 4．	富山县的产业等信息发行。,Liaoning,2017-12-28,"Anhui, Beijing, Chongqing, Fujian, Guangdong, Guangxi, Hebei, Heilongjiang, Henan, Hubei, Hunan, Inner Mongolia, Jiangsu, Jilin, Liaoning, Qinghai, Shandong, Shanghai, Sichuan, Tianjin, Yunnan, Zhejiang",http://www.tic-toyama.or.jp/english/,http://www.tic-toyama.or.jp/chinese/,辽宁省大连市西岗区 中山路147号森茂大厦7F,12,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,1,1,,,1,1,1,1,1,1,1,,1,1,,1,,1,1,,1,1,,,,1,1,,2,22,"北京市,天津市,河北省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,重庆市,四川省,云南省,青海省",,,
"114.250881, 22.569302",x,x,,,Traditional Chinese Culture Flame Fund Limited,薪火文化公益基金有限公司,Guangdong Department of Education,广东省教育厅,Hong Kong,"Education, International Relations/Exchange, Poverty Alleviation",改善学校办学条件，资助家庭经济困难学生的捐资助学活动，支持开展校企合作，配合地区和学校丰富中外人文交流形式和内容,Guangdong,2018-04-24,Guangdong,,,广东省深圳市盐田区深盐路2002号大百汇高新技术工业园A栋502,16,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,广东省,,,
"116.458388, 39.911513",x,x,,,U.S. Grains Council,美国谷物协会,National Food and Strategic Reserves Administration (formerly State Administration of Grain),国家粮食局,United States,Trade,畜牧及饲料生产的技术指导。,Beijing,2017-04-10,China,https://www.grains.org/,http://www.grains.org.cn/,北京市朝阳区建国门外大街1号国贸大厦（一期）16号楼1010C室,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国,,,
"116.469657, 39.95177",x,x,1,,U.S. Meat Export Federation (Beijing),美国肉类出口协会,Beijing Commission of Commerce,北京市商务委员会,United States,Trade,在协会业务范围内两国肉类相关行业的产品介绍、技术交流等方面的业务联络工作。,Beijing,2017-09-04,"Beijing, Gansu, Hebei, Heilongjiang, Henan, Hubei, Hunan, Inner Mongolia, Jiangxi, Jilin, Liaoning, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Tianjin, Tibet, Xinjiang",http://www.usmef.org,,北京市朝阳区亮马桥路42号光明饭店写字楼3层303室,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,1,,,,,1,19,"北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,江西省,山东省,河南省,湖北省,湖南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区",,,
"121.470735, 31.229865",x,x,1,,U.S. Meat Export Federation (Shanghai),美国肉类出口协会,Shanghai Commission of Commerce,上海市商务委员会,United States,Trade,从事有关美国红肉产品的介绍、市场调研和信息交流。,Shanghai,2017-04-01,"Anhui, Chongqing, Fujian, Guangdong, Guangxi, Guizhou, Hainan, Jiangsu, Shanghai, Sichuan, Yunnan, Zhejiang",http://www.usmef.org/,http://www.usmef.org.cn/,上海市黄浦区黄陂北路227号中区广场909-910室,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,1,1,1,1,,,,,,,1,,,,,,,,1,,1,,,,,1,1,,1,12,上海市、江苏省、浙江省、安徽省、福建省、广东省、广西壮族自治区、海南省、重庆市、四川省、贵州省、云南省,,,
"116.458388, 39.911242",x,x,1,,U.S. Soybean Export Council (Beijing),美国大豆出口协会,National Food and Strategic Reserves Administration (formerly State Administration of Grain),国家粮食局,United States,Trade,从事总公司大豆蛋白质技术交流活动的业务联络。,Beijing,2017-04-10,"Beijing, Gansu, Hebei, Heilongjiang, Henan, Inner Mongolia, Jilin, Liaoning, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Tianjin, Tibet, Xinjiang",http://ussec.org/,http://www.china.ussec.org/,北京市朝阳区建国门外大街1号国贸大厦1座1016室,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,1,1,1,,,1,,,1,1,1,1,1,1,,1,,1,1,1,,,,,1,16,北京市、黑龙江省、吉林省、辽宁省、内蒙古自治区、山东省、河南省、天津市、河北省、山西省、陕西省、宁夏回族自治区、甘肃省、新疆维吾尔自治区、西藏自治区、青海省,,,
"121.40488, 31.202491",x,x,1,,U.S. Soybean Export Council (Shanghai),美国大豆出口协会,Shanghai Commission of Commerce,上海市商务委员会,United States,Trade,从事有关大豆及大豆制品、大豆蛋白质的业务联络。,Shanghai,2017-04-01,"Anhui, Chongqing, Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hubei, Hunan, Jiangsu, Jiangxi, Shanghai, Sichuan, Yunnan, Zhejiang",http://ussec.org/,http://www.china.ussec.org/,上海市长宁区延安西路2201号1802室,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,1,1,1,1,,,,1,1,,1,1,,,,,,,1,,1,,,,,1,1,,1,15,上海市、江苏省、浙江省、安徽省、福建省、江西省、湖北省、湖南省、广东省、广西壮族自治区、海南省、重庆市、四川省、贵州省、云南省,,,
"116.458399, 39.911267",x,x,,,U.S. Wheat Associates,美国小麦协会,National Food and Strategic Reserves Administration (formerly State Administration of Grain),国家粮食局,United States,Trade,进行小麦及其小麦食品方面的产品发展、指导、技术交流。,Beijing,2017-04-10,China,http://www.uswheat.org/,http://www.uswheat.org/zhs,北京市朝阳区建国门外大街1号国贸写字楼1座1009室,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国,,,
"113.371440, 23.096852",x,x,,,U.S.-China Association for Promotion of Economy and Trade,美中经济贸易促进会,Guangdong Department of Commerce,广东省商务厅,United States,Trade,经济、贸易、商务与投资交流推广联络；商务咨询服务。,Guangdong,2018-07-05,Guangdong,,,广东省广州市海珠区 会展南五路1号5号903房,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,广东省,,,
"116.441545, 39.909388",x,x,1,,U.S.-China Business Council (Beijing),美中贸易全国委员会,Beijing Commission of Commerce,北京市商务委员会,United States,Trade,促进美中商业联系,Beijing,2017-03-24,"Beijing, Hebei, Tianjin",https://www.uschina.org/,,北京市朝阳区建国门外大街19号国际大厦10-01室,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,3,北京市、天津市、河北省,,,
"121.443836, 31.225679",x,x,1,,U.S.-China Business Council (Shanghai),美中贸易全国委员会,Shanghai Commission of Commerce,上海市商务委员会,United States,Trade,从事有关促进美中商务关系的业务联络,Shanghai,2017-01-17,"Anhui, Chongqing, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Heilongjiang, Henan, Hubei, Hunan, Inner Mongolia, Jiangsu, Jiangxi, Jilin, Liaoning, Ningxia, Qinghai, Shaanxi, Shandong, Shanghai, Shanxi, Sichuan, Tibet, Xinjiang, Yunnan, Zhejiang",https://www.uschina.org/,,上海市静安区北京西路1701号静安中华大厦1301室,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,29,上海、山西、内蒙、辽宁、吉林、黑龙江、江苏、浙江、安徽、福建、江西、山东、河南、湖北、湖南、广东、广西、海南、重庆、四川、贵州、云南、西藏、陕西、甘肃、青海、宁夏、新疆,,,DC
